time,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,precipitation,surface_pressure,shortwave_radiation,hour,day_of_year
2023-01-01 00:00:00+00:00,8.0,95,88,6.9,0.0,994.0,0.0,0,1
2023-01-01 01:00:00+00:00,8.0,95,99,7.2,0.0,994.6,0.0,1,1
2023-01-01 02:00:00+00:00,8.1,95,11,7.6,0.0,995.0,1.0,2,1
2023-01-01 03:00:00+00:00,9.5,90,13,8.7,0.0,995.7,75.0,3,1
2023-01-01 04:00:00+00:00,12.0,84,0,6.9,0.0,996.7,234.0,4,1
2023-01-01 05:00:00+00:00,14.4,75,0,6.5,0.0,997.4,392.0,5,1
2023-01-01 06:00:00+00:00,16.2,68,0,6.3,0.0,997.1,509.0,6,1
2023-01-01 07:00:00+00:00,17.3,63,0,5.5,0.0,996.1,567.0,7,1
2023-01-01 08:00:00+00:00,18.0,60,0,6.0,0.0,995.2,560.0,8,1
2023-01-01 09:00:00+00:00,18.3,56,21,5.9,0.0,994.4,489.0,9,1
2023-01-01 10:00:00+00:00,18.2,55,37,5.8,0.0,994.0,360.0,10,1
2023-01-01 11:00:00+00:00,17.4,62,23,5.0,0.0,994.1,190.0,11,1
2023-01-01 12:00:00+00:00,16.8,63,86,4.9,0.0,994.7,51.0,12,1
2023-01-01 13:00:00+00:00,15.8,67,49,1.1,0.0,994.8,0.0,13,1
2023-01-01 14:00:00+00:00,14.9,71,35,1.8,0.0,995.1,0.0,14,1
2023-01-01 15:00:00+00:00,12.0,82,0,3.9,0.0,995.5,0.0,15,1
2023-01-01 16:00:00+00:00,10.6,85,0,5.5,0.0,995.3,0.0,16,1
2023-01-01 17:00:00+00:00,10.8,82,0,5.6,0.0,995.5,0.0,17,1
2023-01-01 18:00:00+00:00,11.2,78,0,5.4,0.0,995.3,0.0,18,1
2023-01-01 19:00:00+00:00,9.3,86,0,7.3,0.0,995.1,0.0,19,1
2023-01-01 20:00:00+00:00,8.6,90,0,8.1,0.0,994.7,0.0,20,1
2023-01-01 21:00:00+00:00,8.1,92,0,8.5,0.0,994.1,0.0,21,1
2023-01-01 22:00:00+00:00,7.3,95,0,9.2,0.0,994.1,0.0,22,1
2023-01-01 23:00:00+00:00,8.9,92,0,6.1,0.0,993.9,0.0,23,1
2023-01-02 00:00:00+00:00,6.5,95,0,5.1,0.0,994.4,0.0,0,2
2023-01-02 01:00:00+00:00,6.7,95,0,4.6,0.0,995.1,0.0,1,2
2023-01-02 02:00:00+00:00,6.3,95,0,5.0,0.0,995.9,1.0,2,2
2023-01-02 03:00:00+00:00,8.8,91,0,6.4,0.0,996.9,76.0,3,2
2023-01-02 04:00:00+00:00,12.1,83,0,4.0,0.0,997.9,233.0,4,2
2023-01-02 05:00:00+00:00,15.0,73,0,3.1,0.0,998.4,404.0,5,2
2023-01-02 06:00:00+00:00,16.6,65,0,2.0,0.0,997.8,520.0,6,2
2023-01-02 07:00:00+00:00,17.5,58,0,2.4,0.0,996.9,571.0,7,2
2023-01-02 08:00:00+00:00,18.0,55,0,4.1,0.0,995.9,565.0,8,2
2023-01-02 09:00:00+00:00,18.2,53,0,5.8,0.0,995.1,495.0,9,2
2023-01-02 10:00:00+00:00,17.9,53,0,7.0,0.0,994.5,370.0,10,2
2023-01-02 11:00:00+00:00,17.0,59,0,4.9,0.0,994.6,208.0,11,2
2023-01-02 12:00:00+00:00,15.2,68,0,3.7,0.0,995.2,55.0,12,2
2023-01-02 13:00:00+00:00,14.1,73,4,1.3,0.0,995.8,0.0,13,2
2023-01-02 14:00:00+00:00,13.3,76,0,2.2,0.0,996.3,0.0,14,2
2023-01-02 15:00:00+00:00,12.8,77,0,3.9,0.0,996.7,0.0,15,2
2023-01-02 16:00:00+00:00,12.4,79,0,5.2,0.0,996.7,0.0,16,2
2023-01-02 17:00:00+00:00,12.2,80,0,4.3,0.0,996.8,0.0,17,2
2023-01-02 18:00:00+00:00,11.7,82,0,5.0,0.0,996.5,0.0,18,2
2023-01-02 19:00:00+00:00,11.0,86,0,5.1,0.0,996.3,0.0,19,2
2023-01-02 20:00:00+00:00,10.4,90,12,5.9,0.0,995.8,0.0,20,2
2023-01-02 21:00:00+00:00,9.5,93,37,6.0,0.0,996.0,0.0,21,2
2023-01-02 22:00:00+00:00,8.5,98,54,4.1,0.0,995.6,0.0,22,2
2023-01-02 23:00:00+00:00,7.8,99,100,2.4,0.0,995.5,0.0,23,2
2023-01-03 00:00:00+00:00,6.0,98,100,1.8,0.0,995.5,0.0,0,3
2023-01-03 01:00:00+00:00,6.5,99,100,4.7,0.0,996.2,0.0,1,3
2023-01-03 02:00:00+00:00,6.7,99,100,5.5,0.0,997.0,1.0,2,3
2023-01-03 03:00:00+00:00,7.8,96,100,5.9,0.0,998.0,47.0,3,3
2023-01-03 04:00:00+00:00,9.7,93,100,5.7,0.0,999.0,139.0,4,3
2023-01-03 05:00:00+00:00,11.1,92,0,4.5,0.0,999.2,259.0,5,3
2023-01-03 06:00:00+00:00,13.6,78,18,6.7,0.0,999.1,430.0,6,3
2023-01-03 07:00:00+00:00,15.3,67,0,7.7,0.0,997.7,566.0,7,3
2023-01-03 08:00:00+00:00,16.2,62,0,8.9,0.0,996.8,566.0,8,3
2023-01-03 09:00:00+00:00,16.6,59,0,9.4,0.0,995.9,497.0,9,3
2023-01-03 10:00:00+00:00,16.5,57,0,9.7,0.0,995.3,372.0,10,3
2023-01-03 11:00:00+00:00,15.8,61,0,9.7,0.0,995.4,211.0,11,3
2023-01-03 12:00:00+00:00,11.9,81,0,6.4,0.0,995.8,58.0,12,3
2023-01-03 13:00:00+00:00,10.7,87,0,7.7,0.0,996.3,0.0,13,3
2023-01-03 14:00:00+00:00,10.0,88,0,7.9,0.0,996.8,0.0,14,3
2023-01-03 15:00:00+00:00,9.6,88,0,8.7,0.0,996.9,0.0,15,3
2023-01-03 16:00:00+00:00,8.9,90,0,9.2,0.0,997.0,0.0,16,3
2023-01-03 17:00:00+00:00,8.2,93,0,7.9,0.0,997.2,0.0,17,3
2023-01-03 18:00:00+00:00,7.6,95,0,7.1,0.0,997.2,0.0,18,3
2023-01-03 19:00:00+00:00,7.3,96,0,7.3,0.0,996.7,0.0,19,3
2023-01-03 20:00:00+00:00,7.3,96,0,8.7,0.0,996.5,0.0,20,3
2023-01-03 21:00:00+00:00,7.1,97,0,8.7,0.0,996.2,0.0,21,3
2023-01-03 22:00:00+00:00,6.8,97,0,8.7,0.0,995.9,0.0,22,3
2023-01-03 23:00:00+00:00,6.6,98,0,8.4,0.0,995.8,0.0,23,3
2023-01-04 00:00:00+00:00,5.4,99,53,8.5,0.0,996.7,0.0,0,4
2023-01-04 01:00:00+00:00,5.7,99,100,8.1,0.0,997.3,0.0,1,4
2023-01-04 02:00:00+00:00,5.9,99,100,8.9,0.0,997.9,1.0,2,4
2023-01-04 03:00:00+00:00,7.1,96,98,10.0,0.0,998.8,60.0,3,4
2023-01-04 04:00:00+00:00,9.1,90,45,11.2,0.0,999.6,173.0,4,4
2023-01-04 05:00:00+00:00,11.3,83,4,8.6,0.0,999.7,348.0,5,4
2023-01-04 06:00:00+00:00,13.2,76,0,8.4,0.0,998.9,515.0,6,4
2023-01-04 07:00:00+00:00,14.8,70,0,8.7,0.0,997.9,578.0,7,4
2023-01-04 08:00:00+00:00,15.8,65,0,8.7,0.0,996.6,576.0,8,4
2023-01-04 09:00:00+00:00,16.4,63,0,8.5,0.0,995.9,507.0,9,4
2023-01-04 10:00:00+00:00,16.5,62,0,8.5,0.0,995.5,381.0,10,4
2023-01-04 11:00:00+00:00,15.9,65,0,9.3,0.0,995.6,217.0,11,4
2023-01-04 12:00:00+00:00,11.1,87,0,6.1,0.0,996.3,60.0,12,4
2023-01-04 13:00:00+00:00,10.0,90,0,7.4,0.0,996.6,0.0,13,4
2023-01-04 14:00:00+00:00,9.5,91,0,7.7,0.0,996.7,0.0,14,4
2023-01-04 15:00:00+00:00,8.5,93,0,7.1,0.0,997.1,0.0,15,4
2023-01-04 16:00:00+00:00,7.6,95,0,7.9,0.0,997.3,0.0,16,4
2023-01-04 17:00:00+00:00,6.7,97,0,9.8,0.0,997.2,0.0,17,4
2023-01-04 18:00:00+00:00,7.1,97,0,7.9,0.0,997.4,0.0,18,4
2023-01-04 19:00:00+00:00,6.4,98,1,6.9,0.0,996.8,0.0,19,4
2023-01-04 20:00:00+00:00,5.8,99,0,5.6,0.0,996.5,0.0,20,4
2023-01-04 21:00:00+00:00,6.0,99,100,7.4,0.0,996.2,0.0,21,4
2023-01-04 22:00:00+00:00,5.9,99,100,8.8,0.0,996.0,0.0,22,4
2023-01-04 23:00:00+00:00,5.7,100,100,8.7,0.0,995.9,0.0,23,4
2023-01-05 00:00:00+00:00,5.4,99,100,7.6,0.0,996.8,0.0,0,5
2023-01-05 01:00:00+00:00,5.7,98,100,8.3,0.0,997.5,0.0,1,5
2023-01-05 02:00:00+00:00,5.8,99,100,8.8,0.0,998.2,1.0,2,5
2023-01-05 03:00:00+00:00,6.5,98,100,8.1,0.0,999.0,38.0,3,5
2023-01-05 04:00:00+00:00,7.8,97,100,8.6,0.0,1000.2,117.0,4,5
2023-01-05 05:00:00+00:00,9.1,95,100,8.7,0.0,1000.5,205.0,5,5
2023-01-05 06:00:00+00:00,11.4,83,49,8.0,0.0,1000.3,333.0,6,5
2023-01-05 07:00:00+00:00,13.3,76,17,8.1,0.0,999.2,555.0,7,5
2023-01-05 08:00:00+00:00,14.6,68,5,8.6,0.0,998.2,567.0,8,5
2023-01-05 09:00:00+00:00,15.4,64,0,9.4,0.0,997.2,504.0,9,5
2023-01-05 10:00:00+00:00,15.4,64,0,9.4,0.0,996.7,386.0,10,5
2023-01-05 11:00:00+00:00,14.9,67,0,8.4,0.0,996.6,222.0,11,5
2023-01-05 12:00:00+00:00,10.8,84,0,7.1,0.0,997.6,62.0,12,5
2023-01-05 13:00:00+00:00,9.8,86,0,6.9,0.0,998.0,0.0,13,5
2023-01-05 14:00:00+00:00,8.7,90,0,7.7,0.0,998.3,0.0,14,5
2023-01-05 15:00:00+00:00,8.7,92,0,7.6,0.0,999.0,0.0,15,5
2023-01-05 16:00:00+00:00,8.4,93,0,7.2,0.0,999.1,0.0,16,5
2023-01-05 17:00:00+00:00,6.9,96,0,8.4,0.0,999.1,0.0,17,5
2023-01-05 18:00:00+00:00,5.6,97,0,10.2,0.0,998.7,0.0,18,5
2023-01-05 19:00:00+00:00,4.9,99,3,10.9,0.0,998.3,0.0,19,5
2023-01-05 20:00:00+00:00,4.8,100,99,8.9,0.0,997.8,0.0,20,5
2023-01-05 21:00:00+00:00,4.9,99,100,4.0,0.0,997.2,0.0,21,5
2023-01-05 22:00:00+00:00,5.0,99,100,5.1,0.0,996.7,0.0,22,5
2023-01-05 23:00:00+00:00,5.0,99,100,5.8,0.0,996.3,0.0,23,5
2023-01-06 00:00:00+00:00,6.4,97,100,4.6,0.0,998.1,0.0,0,6
2023-01-06 01:00:00+00:00,6.9,97,100,5.5,0.0,998.5,0.0,1,6
2023-01-06 02:00:00+00:00,7.1,93,100,6.4,0.0,999.3,1.0,2,6
2023-01-06 03:00:00+00:00,7.4,91,100,6.3,0.0,1000.3,34.0,3,6
2023-01-06 04:00:00+00:00,7.9,86,94,6.3,0.0,1001.0,127.0,4,6
2023-01-06 05:00:00+00:00,9.3,80,79,6.6,0.0,1001.7,286.0,5,6
2023-01-06 06:00:00+00:00,10.6,76,82,5.6,0.0,1001.1,411.0,6,6
2023-01-06 07:00:00+00:00,12.1,73,90,6.3,0.0,1000.2,549.0,7,6
2023-01-06 08:00:00+00:00,13.1,71,98,5.2,0.0,999.0,559.0,8,6
2023-01-06 09:00:00+00:00,13.9,67,100,6.2,0.0,998.3,502.0,9,6
2023-01-06 10:00:00+00:00,14.1,66,100,6.1,0.0,997.6,377.0,10,6
2023-01-06 11:00:00+00:00,13.6,67,100,6.4,0.0,997.4,211.0,11,6
2023-01-06 12:00:00+00:00,10.6,82,26,7.0,0.0,997.5,55.0,12,6
2023-01-06 13:00:00+00:00,8.3,90,0,8.9,0.0,997.8,0.0,13,6
2023-01-06 14:00:00+00:00,8.4,91,0,6.9,0.0,998.2,0.0,14,6
2023-01-06 15:00:00+00:00,8.0,91,0,7.4,0.0,998.7,0.0,15,6
2023-01-06 16:00:00+00:00,6.1,94,0,9.7,0.0,998.3,0.0,16,6
2023-01-06 17:00:00+00:00,6.1,95,0,6.9,0.0,998.7,0.0,17,6
2023-01-06 18:00:00+00:00,5.3,96,0,8.1,0.0,998.4,0.0,18,6
2023-01-06 19:00:00+00:00,4.6,98,0,9.5,0.0,997.6,0.0,19,6
2023-01-06 20:00:00+00:00,4.0,99,6,9.1,0.0,997.1,0.0,20,6
2023-01-06 21:00:00+00:00,4.4,99,100,5.4,0.0,996.5,0.0,21,6
2023-01-06 22:00:00+00:00,4.5,99,100,8.2,0.0,996.1,0.0,22,6
2023-01-06 23:00:00+00:00,4.3,100,100,7.2,0.0,995.7,0.0,23,6
2023-01-07 00:00:00+00:00,3.8,99,100,10.0,0.0,996.6,0.0,0,7
2023-01-07 01:00:00+00:00,4.7,97,100,11.6,0.0,997.2,0.0,1,7
2023-01-07 02:00:00+00:00,5.4,96,100,13.0,0.0,998.0,1.0,2,7
2023-01-07 03:00:00+00:00,5.9,97,100,13.2,0.0,998.7,40.0,3,7
2023-01-07 04:00:00+00:00,6.9,93,91,12.2,0.0,999.0,119.0,4,7
2023-01-07 05:00:00+00:00,8.8,85,81,10.5,0.0,999.4,251.0,5,7
2023-01-07 06:00:00+00:00,10.8,79,58,9.2,0.0,998.7,457.0,6,7
2023-01-07 07:00:00+00:00,12.6,73,32,8.6,0.0,997.6,563.0,7,7
2023-01-07 08:00:00+00:00,14.2,67,9,8.4,0.0,996.4,575.0,8,7
2023-01-07 09:00:00+00:00,15.1,64,0,8.2,0.0,995.4,510.0,9,7
2023-01-07 10:00:00+00:00,15.3,63,0,7.8,0.0,994.6,385.0,10,7
2023-01-07 11:00:00+00:00,14.7,67,0,7.8,0.0,994.3,223.0,11,7
2023-01-07 12:00:00+00:00,10.1,85,0,8.6,0.0,994.8,64.0,12,7
2023-01-07 13:00:00+00:00,8.9,87,16,8.4,0.0,995.2,0.0,13,7
2023-01-07 14:00:00+00:00,8.6,88,6,7.3,0.0,995.9,0.0,14,7
2023-01-07 15:00:00+00:00,8.3,88,10,8.6,0.0,996.1,0.0,15,7
2023-01-07 16:00:00+00:00,7.9,89,8,8.8,0.0,996.2,0.0,16,7
2023-01-07 17:00:00+00:00,7.4,92,0,8.3,0.0,996.2,0.0,17,7
2023-01-07 18:00:00+00:00,6.8,94,0,8.0,0.0,995.4,0.0,18,7
2023-01-07 19:00:00+00:00,6.4,95,0,8.0,0.0,994.7,0.0,19,7
2023-01-07 20:00:00+00:00,6.0,97,0,7.8,0.0,993.9,0.0,20,7
2023-01-07 21:00:00+00:00,5.8,97,0,8.5,0.0,993.3,0.0,21,7
2023-01-07 22:00:00+00:00,5.8,97,0,10.2,0.0,992.8,0.0,22,7
2023-01-07 23:00:00+00:00,5.8,98,0,12.0,0.0,992.6,0.0,23,7
2023-01-08 00:00:00+00:00,5.7,99,17,13.2,0.0,993.5,0.0,0,8
2023-01-08 01:00:00+00:00,6.0,100,100,13.3,0.0,993.9,0.0,1,8
2023-01-08 02:00:00+00:00,6.5,99,100,14.2,0.0,994.5,1.0,2,8
2023-01-08 03:00:00+00:00,7.1,99,100,13.9,0.0,995.0,35.0,3,8
2023-01-08 04:00:00+00:00,8.2,97,100,13.8,0.0,995.7,126.0,4,8
2023-01-08 05:00:00+00:00,10.0,89,72,13.4,0.0,996.2,236.0,5,8
2023-01-08 06:00:00+00:00,12.4,80,26,10.3,0.0,995.5,449.0,6,8
2023-01-08 07:00:00+00:00,14.4,74,28,9.7,0.0,994.5,563.0,7,8
2023-01-08 08:00:00+00:00,15.9,69,1,9.8,0.0,993.5,571.0,8,8
2023-01-08 09:00:00+00:00,16.8,66,0,9.2,0.0,992.6,510.0,9,8
2023-01-08 10:00:00+00:00,17.1,64,20,9.1,0.0,992.4,387.0,10,8
2023-01-08 11:00:00+00:00,16.5,69,7,9.4,0.0,992.6,223.0,11,8
2023-01-08 12:00:00+00:00,11.8,88,0,8.9,0.0,992.5,66.0,12,8
2023-01-08 13:00:00+00:00,10.7,88,0,8.9,0.0,993.1,0.0,13,8
2023-01-08 14:00:00+00:00,11.1,86,0,7.7,0.0,993.7,0.0,14,8
2023-01-08 15:00:00+00:00,9.4,91,0,8.9,0.0,994.1,0.0,15,8
2023-01-08 16:00:00+00:00,11.2,88,0,7.0,0.0,994.5,0.0,16,8
2023-01-08 17:00:00+00:00,11.1,88,0,3.4,0.0,994.5,0.0,17,8
2023-01-08 18:00:00+00:00,11.2,87,0,2.3,0.0,994.5,0.0,18,8
2023-01-08 19:00:00+00:00,10.8,87,0,3.8,0.0,994.0,0.0,19,8
2023-01-08 20:00:00+00:00,8.2,93,0,4.7,0.0,993.5,0.0,20,8
2023-01-08 21:00:00+00:00,6.0,99,25,5.8,0.0,993.0,0.0,21,8
2023-01-08 22:00:00+00:00,5.7,100,100,5.1,0.0,992.4,0.0,22,8
2023-01-08 23:00:00+00:00,6.6,100,100,5.4,0.0,992.6,0.0,23,8
2023-01-09 00:00:00+00:00,6.6,99,100,5.0,0.0,993.9,0.0,0,9
2023-01-09 01:00:00+00:00,6.6,99,100,5.1,0.0,994.8,0.0,1,9
2023-01-09 02:00:00+00:00,6.6,98,100,5.0,0.0,995.6,1.0,2,9
2023-01-09 03:00:00+00:00,7.4,98,100,4.5,0.0,996.3,36.0,3,9
2023-01-09 04:00:00+00:00,8.7,96,100,3.3,0.0,997.1,125.0,4,9
2023-01-09 05:00:00+00:00,10.7,91,100,3.1,0.0,997.5,215.0,5,9
2023-01-09 06:00:00+00:00,12.6,88,90,3.6,0.0,997.0,342.0,6,9
2023-01-09 07:00:00+00:00,15.3,78,100,5.9,0.0,996.1,542.0,7,9
2023-01-09 08:00:00+00:00,16.8,70,100,6.9,0.0,995.1,537.0,8,9
2023-01-09 09:00:00+00:00,17.2,66,100,5.9,0.0,994.2,394.0,9,9
2023-01-09 10:00:00+00:00,17.4,65,100,4.6,0.0,993.8,295.0,10,9
2023-01-09 11:00:00+00:00,16.9,70,100,4.3,0.0,993.9,168.0,11,9
2023-01-09 12:00:00+00:00,13.8,86,100,7.7,0.0,993.7,49.0,12,9
2023-01-09 13:00:00+00:00,13.4,85,100,6.9,0.0,994.0,0.0,13,9
2023-01-09 14:00:00+00:00,13.0,87,100,6.6,0.0,994.3,0.0,14,9
2023-01-09 15:00:00+00:00,12.2,89,100,7.1,0.0,994.7,0.0,15,9
2023-01-09 16:00:00+00:00,12.5,89,100,5.9,0.0,994.9,0.0,16,9
2023-01-09 17:00:00+00:00,10.5,95,96,7.4,0.0,994.8,0.0,17,9
2023-01-09 18:00:00+00:00,10.5,95,93,5.4,0.0,994.7,0.0,18,9
2023-01-09 19:00:00+00:00,9.6,96,96,5.4,0.0,994.1,0.0,19,9
2023-01-09 20:00:00+00:00,9.4,97,100,7.2,0.0,994.0,0.0,20,9
2023-01-09 21:00:00+00:00,9.4,97,100,7.5,0.0,993.6,0.0,21,9
2023-01-09 22:00:00+00:00,9.5,97,90,8.2,0.0,993.4,0.0,22,9
2023-01-09 23:00:00+00:00,8.8,98,59,7.8,0.0,993.3,0.0,23,9
2023-01-10 00:00:00+00:00,7.5,99,100,8.4,0.0,994.3,0.0,0,10
2023-01-10 01:00:00+00:00,7.6,99,100,7.1,0.0,994.7,0.0,1,10
2023-01-10 02:00:00+00:00,7.6,98,100,8.1,0.0,995.1,1.0,2,10
2023-01-10 03:00:00+00:00,8.3,96,100,9.1,0.0,995.6,38.0,3,10
2023-01-10 04:00:00+00:00,9.2,95,100,8.1,0.0,996.4,113.0,4,10
2023-01-10 05:00:00+00:00,10.7,95,100,8.4,0.0,996.3,186.0,5,10
2023-01-10 06:00:00+00:00,12.9,88,98,8.9,0.0,995.8,326.0,6,10
2023-01-10 07:00:00+00:00,15.5,78,80,9.9,0.0,994.6,549.0,7,10
2023-01-10 08:00:00+00:00,17.2,71,0,12.9,0.0,993.6,575.0,8,10
2023-01-10 09:00:00+00:00,18.1,67,0,14.0,0.0,992.6,514.0,9,10
2023-01-10 10:00:00+00:00,18.4,66,0,14.4,0.0,992.2,391.0,10,10
2023-01-10 11:00:00+00:00,17.8,69,0,12.6,0.0,992.0,229.0,11,10
2023-01-10 12:00:00+00:00,14.0,85,0,6.4,0.0,992.1,70.0,12,10
2023-01-10 13:00:00+00:00,12.1,89,0,7.7,0.0,992.2,1.0,13,10
2023-01-10 14:00:00+00:00,11.4,91,0,7.5,0.0,992.4,0.0,14,10
2023-01-10 15:00:00+00:00,11.3,91,0,8.4,0.0,992.9,0.0,15,10
2023-01-10 16:00:00+00:00,10.7,92,0,8.0,0.0,992.6,0.0,16,10
2023-01-10 17:00:00+00:00,10.4,93,0,9.3,0.0,992.6,0.0,17,10
2023-01-10 18:00:00+00:00,9.9,95,0,9.1,0.0,992.2,0.0,18,10
2023-01-10 19:00:00+00:00,9.5,96,0,8.6,0.0,991.6,0.0,19,10
2023-01-10 20:00:00+00:00,8.8,97,0,7.6,0.0,990.5,0.0,20,10
2023-01-10 21:00:00+00:00,8.7,97,0,8.1,0.0,989.8,0.0,21,10
2023-01-10 22:00:00+00:00,8.4,98,22,8.1,0.0,989.1,0.0,22,10
2023-01-10 23:00:00+00:00,8.4,99,100,9.4,0.0,988.7,0.0,23,10
2023-01-11 00:00:00+00:00,7.6,99,100,7.6,0.0,989.8,0.0,0,11
2023-01-11 01:00:00+00:00,7.7,100,100,7.7,0.0,990.2,0.0,1,11
2023-01-11 02:00:00+00:00,8.0,99,100,6.3,0.0,990.7,1.0,2,11
2023-01-11 03:00:00+00:00,8.6,98,100,7.4,0.0,991.3,44.0,3,11
2023-01-11 04:00:00+00:00,9.5,97,100,6.2,0.0,991.9,129.0,4,11
2023-01-11 05:00:00+00:00,11.6,90,97,5.0,0.0,992.2,247.0,5,11
2023-01-11 06:00:00+00:00,14.3,82,60,4.3,0.0,991.5,455.0,6,11
2023-01-11 07:00:00+00:00,16.7,71,49,3.7,0.0,990.4,564.0,7,11
2023-01-11 08:00:00+00:00,18.4,61,81,3.0,0.0,989.2,578.0,8,11
2023-01-11 09:00:00+00:00,19.4,56,89,1.8,0.0,988.3,504.0,9,11
2023-01-11 10:00:00+00:00,19.7,54,88,3.2,0.0,987.5,363.0,10,11
2023-01-11 11:00:00+00:00,18.9,64,41,4.7,0.0,987.3,213.0,11,11
2023-01-11 12:00:00+00:00,14.8,76,21,7.2,0.0,987.1,71.0,12,11
2023-01-11 13:00:00+00:00,13.6,81,0,9.4,0.0,987.6,1.0,13,11
2023-01-11 14:00:00+00:00,12.8,85,7,9.8,0.0,988.0,0.0,14,11
2023-01-11 15:00:00+00:00,12.3,87,8,10.2,0.0,988.6,0.0,15,11
2023-01-11 16:00:00+00:00,11.7,90,25,12.0,0.0,989.0,0.0,16,11
2023-01-11 17:00:00+00:00,11.4,93,39,11.5,0.0,989.2,0.0,17,11
2023-01-11 18:00:00+00:00,11.5,93,100,13.7,0.0,989.2,0.0,18,11
2023-01-11 19:00:00+00:00,12.0,89,80,15.0,0.1,988.9,0.0,19,11
2023-01-11 20:00:00+00:00,11.3,92,48,15.2,0.0,988.9,0.0,20,11
2023-01-11 21:00:00+00:00,11.0,91,100,15.7,0.0,988.2,0.0,21,11
2023-01-11 22:00:00+00:00,11.2,88,100,14.9,0.0,987.7,0.0,22,11
2023-01-11 23:00:00+00:00,11.3,87,100,14.4,0.0,987.2,0.0,23,11
2023-01-12 00:00:00+00:00,10.5,91,27,10.6,0.0,987.7,0.0,0,12
2023-01-12 01:00:00+00:00,10.2,91,2,10.8,0.0,987.6,0.0,1,12
2023-01-12 02:00:00+00:00,9.8,92,8,10.6,0.0,988.2,1.0,2,12
2023-01-12 03:00:00+00:00,11.5,85,17,15.6,0.0,988.5,70.0,3,12
2023-01-12 04:00:00+00:00,14.1,77,78,15.3,0.0,989.2,218.0,4,12
2023-01-12 05:00:00+00:00,16.4,69,18,15.6,0.0,989.5,343.0,5,12
2023-01-12 06:00:00+00:00,18.2,63,56,16.0,0.0,989.2,498.0,6,12
2023-01-12 07:00:00+00:00,19.1,63,17,14.6,0.0,988.2,538.0,7,12
2023-01-12 08:00:00+00:00,19.7,64,21,12.5,0.0,987.0,556.0,8,12
2023-01-12 09:00:00+00:00,20.1,64,27,12.3,0.0,986.3,477.0,9,12
2023-01-12 10:00:00+00:00,19.8,65,56,12.7,0.0,985.8,353.0,10,12
2023-01-12 11:00:00+00:00,19.0,67,59,12.5,0.0,985.8,201.0,11,12
2023-01-12 12:00:00+00:00,17.0,77,43,10.2,0.0,985.4,57.0,12,12
2023-01-12 13:00:00+00:00,15.9,81,41,11.1,0.0,985.8,1.0,13,12
2023-01-12 14:00:00+00:00,15.1,85,39,9.4,0.0,986.2,0.0,14,12
2023-01-12 15:00:00+00:00,14.5,87,6,10.2,0.0,986.5,0.0,15,12
2023-01-12 16:00:00+00:00,13.9,89,0,11.7,0.0,987.0,0.0,16,12
2023-01-12 17:00:00+00:00,13.1,92,0,10.6,0.0,987.1,0.0,17,12
2023-01-12 18:00:00+00:00,12.6,92,0,8.9,0.0,987.1,0.0,18,12
2023-01-12 19:00:00+00:00,12.0,92,0,7.6,0.0,986.8,0.0,19,12
2023-01-12 20:00:00+00:00,11.6,92,1,8.8,0.0,986.5,0.0,20,12
2023-01-12 21:00:00+00:00,11.3,92,7,9.6,0.0,986.1,0.0,21,12
2023-01-12 22:00:00+00:00,10.8,94,25,7.9,0.0,985.7,0.0,22,12
2023-01-12 23:00:00+00:00,10.6,94,25,7.3,0.0,986.0,0.0,23,12
2023-01-13 00:00:00+00:00,11.1,94,52,12.2,0.6,986.5,0.0,0,13
2023-01-13 01:00:00+00:00,11.5,92,71,12.4,0.6,987.2,0.0,1,13
2023-01-13 02:00:00+00:00,11.3,90,35,7.2,5.2,988.0,1.0,2,13
2023-01-13 03:00:00+00:00,12.3,87,31,12.7,1.0,988.8,57.0,3,13
2023-01-13 04:00:00+00:00,13.9,84,53,13.4,1.4,989.8,187.0,4,13
2023-01-13 05:00:00+00:00,15.4,80,78,13.6,0.0,990.2,290.0,5,13
2023-01-13 06:00:00+00:00,16.5,78,86,10.7,4.3,990.0,404.0,6,13
2023-01-13 07:00:00+00:00,16.9,81,99,11.0,3.8,989.3,387.0,7,13
2023-01-13 08:00:00+00:00,17.2,78,50,16.6,1.2,988.3,356.0,8,13
2023-01-13 09:00:00+00:00,17.9,74,4,15.0,0.1,987.7,377.0,9,13
2023-01-13 10:00:00+00:00,18.6,72,2,9.1,0.0,987.5,338.0,10,13
2023-01-13 11:00:00+00:00,18.4,73,17,6.8,0.0,987.4,221.0,11,13
2023-01-13 12:00:00+00:00,16.7,83,26,4.7,0.0,987.6,66.0,12,13
2023-01-13 13:00:00+00:00,14.6,91,37,4.9,0.0,988.3,1.0,13,13
2023-01-13 14:00:00+00:00,14.4,93,17,8.4,0.0,988.9,0.0,14,13
2023-01-13 15:00:00+00:00,13.4,94,46,6.3,0.0,989.6,0.0,15,13
2023-01-13 16:00:00+00:00,13.0,94,26,5.6,0.0,990.2,0.0,16,13
2023-01-13 17:00:00+00:00,12.9,94,13,9.7,0.0,990.5,0.0,17,13
2023-01-13 18:00:00+00:00,12.5,96,19,7.9,0.0,990.3,0.0,18,13
2023-01-13 19:00:00+00:00,12.2,97,9,10.6,0.0,990.3,0.0,19,13
2023-01-13 20:00:00+00:00,11.7,98,2,10.5,0.0,990.2,0.0,20,13
