time,temperature_2m,relative_humidity_2m,cloud_cover,pressure_msl,wind_speed_10m,hour,day_of_year
2023-01-01 00:00:00+00:00,8.0,95,88,1020.1,6.9,0,1
2023-01-01 01:00:00+00:00,8.0,95,99,1020.7,7.2,1,1
2023-01-01 02:00:00+00:00,8.1,95,11,1021.1,7.6,2,1
2023-01-01 03:00:00+00:00,9.5,90,13,1021.7,8.7,3,1
2023-01-01 04:00:00+00:00,12.0,84,0,1022.5,6.9,4,1
2023-01-01 05:00:00+00:00,14.4,75,0,1023.0,6.5,5,1
2023-01-01 06:00:00+00:00,16.2,68,0,1022.6,6.3,6,1
2023-01-01 07:00:00+00:00,17.3,63,0,1021.4,5.5,7,1
2023-01-01 08:00:00+00:00,18.0,60,0,1020.4,6.0,8,1
2023-01-01 09:00:00+00:00,18.3,56,21,1019.6,5.9,9,1
2023-01-01 10:00:00+00:00,18.2,55,37,1019.2,5.8,10,1
2023-01-01 11:00:00+00:00,17.4,62,23,1019.4,5.0,11,1
2023-01-01 12:00:00+00:00,16.8,63,86,1020.0,4.9,12,1
2023-01-01 13:00:00+00:00,15.8,67,49,1020.2,1.1,13,1
2023-01-01 14:00:00+00:00,14.9,71,35,1020.6,1.8,14,1
2023-01-01 15:00:00+00:00,12.0,82,0,1021.3,3.9,15,1
2023-01-01 16:00:00+00:00,10.6,85,0,1021.2,5.5,16,1
2023-01-01 17:00:00+00:00,10.8,82,0,1021.4,5.6,17,1
2023-01-01 18:00:00+00:00,11.2,78,0,1021.2,5.4,18,1
2023-01-01 19:00:00+00:00,9.3,86,0,1021.1,7.3,19,1
2023-01-01 20:00:00+00:00,8.6,90,0,1020.8,8.1,20,1
2023-01-01 21:00:00+00:00,8.1,92,0,1020.2,8.5,21,1
2023-01-01 22:00:00+00:00,7.3,95,0,1020.3,9.2,22,1
2023-01-01 23:00:00+00:00,8.9,92,0,1019.9,6.1,23,1
2023-01-02 00:00:00+00:00,6.5,95,0,1020.7,5.1,0,2
2023-01-02 01:00:00+00:00,6.7,95,0,1021.4,4.6,1,2
2023-01-02 02:00:00+00:00,6.3,95,0,1022.2,5.0,2,2
2023-01-02 03:00:00+00:00,8.8,91,0,1023.0,6.4,3,2
2023-01-02 04:00:00+00:00,12.1,83,0,1023.7,4.0,4,2
2023-01-02 05:00:00+00:00,15.0,73,0,1024.0,3.1,5,2
2023-01-02 06:00:00+00:00,16.6,65,0,1023.2,2.0,6,2
2023-01-02 07:00:00+00:00,17.5,58,0,1022.2,2.4,7,2
2023-01-02 08:00:00+00:00,18.0,55,0,1021.2,4.1,8,2
2023-01-02 09:00:00+00:00,18.2,53,0,1020.3,5.8,9,2
2023-01-02 10:00:00+00:00,17.9,53,0,1019.7,7.0,10,2
2023-01-02 11:00:00+00:00,17.0,59,0,1019.9,4.9,11,2
2023-01-02 12:00:00+00:00,15.2,68,0,1020.7,3.7,12,2
2023-01-02 13:00:00+00:00,14.1,73,4,1021.4,1.3,13,2
2023-01-02 14:00:00+00:00,13.3,76,0,1022.0,2.2,14,2
2023-01-02 15:00:00+00:00,12.8,77,0,1022.4,3.9,15,2
2023-01-02 16:00:00+00:00,12.4,79,0,1022.5,5.2,16,2
2023-01-02 17:00:00+00:00,12.2,80,0,1022.6,4.3,17,2
2023-01-02 18:00:00+00:00,11.7,82,0,1022.3,5.0,18,2
2023-01-02 19:00:00+00:00,11.0,86,0,1022.2,5.1,19,2
2023-01-02 20:00:00+00:00,10.4,90,12,1021.8,5.9,20,2
2023-01-02 21:00:00+00:00,9.5,93,37,1022.0,6.0,21,2
2023-01-02 22:00:00+00:00,8.5,98,54,1021.7,4.1,22,2
2023-01-02 23:00:00+00:00,7.8,99,100,1021.7,2.4,23,2
2023-01-03 00:00:00+00:00,6.0,98,100,1021.8,1.8,0,3
2023-01-03 01:00:00+00:00,6.5,99,100,1022.5,4.7,1,3
2023-01-03 02:00:00+00:00,6.7,99,100,1023.3,5.5,2,3
2023-01-03 03:00:00+00:00,7.8,96,100,1024.3,5.9,3,3
2023-01-03 04:00:00+00:00,9.7,93,100,1025.1,5.7,4,3
2023-01-03 05:00:00+00:00,11.1,92,0,1025.2,4.5,5,3
2023-01-03 06:00:00+00:00,13.6,78,18,1024.8,6.7,6,3
2023-01-03 07:00:00+00:00,15.3,67,0,1023.3,7.7,7,3
2023-01-03 08:00:00+00:00,16.2,62,0,1022.2,8.9,8,3
2023-01-03 09:00:00+00:00,16.6,59,0,1021.3,9.4,9,3
2023-01-03 10:00:00+00:00,16.5,57,0,1020.7,9.7,10,3
2023-01-03 11:00:00+00:00,15.8,61,0,1020.8,9.7,11,3
2023-01-03 12:00:00+00:00,11.9,81,0,1021.6,6.4,12,3
2023-01-03 13:00:00+00:00,10.7,87,0,1022.2,7.7,13,3
2023-01-03 14:00:00+00:00,10.0,88,0,1022.8,7.9,14,3
2023-01-03 15:00:00+00:00,9.6,88,0,1023.0,8.7,15,3
2023-01-03 16:00:00+00:00,8.9,90,0,1023.1,9.2,16,3
2023-01-03 17:00:00+00:00,8.2,93,0,1023.4,7.9,17,3
2023-01-03 18:00:00+00:00,7.6,95,0,1023.4,7.1,18,3
2023-01-03 19:00:00+00:00,7.3,96,0,1023.0,7.3,19,3
2023-01-03 20:00:00+00:00,7.3,96,0,1022.8,8.7,20,3
2023-01-03 21:00:00+00:00,7.1,97,0,1022.5,8.7,21,3
2023-01-03 22:00:00+00:00,6.8,97,0,1022.2,8.7,22,3
2023-01-03 23:00:00+00:00,6.6,98,0,1022.1,8.4,23,3
2023-01-04 00:00:00+00:00,5.4,99,53,1023.1,8.5,0,4
2023-01-04 01:00:00+00:00,5.7,99,100,1023.7,8.1,1,4
2023-01-04 02:00:00+00:00,5.9,99,100,1024.3,8.9,2,4
2023-01-04 03:00:00+00:00,7.1,96,98,1025.1,10.0,3,4
2023-01-04 04:00:00+00:00,9.1,90,45,1025.8,11.2,4,4
2023-01-04 05:00:00+00:00,11.3,83,4,1025.7,8.6,5,4
2023-01-04 06:00:00+00:00,13.2,76,0,1024.7,8.4,6,4
2023-01-04 07:00:00+00:00,14.8,70,0,1023.5,8.7,7,4
2023-01-04 08:00:00+00:00,15.8,65,0,1022.1,8.7,8,4
2023-01-04 09:00:00+00:00,16.4,63,0,1021.3,8.5,9,4
2023-01-04 10:00:00+00:00,16.5,62,0,1020.9,8.5,10,4
2023-01-04 11:00:00+00:00,15.9,65,0,1021.0,9.3,11,4
2023-01-04 12:00:00+00:00,11.1,87,0,1022.2,6.1,12,4
2023-01-04 13:00:00+00:00,10.0,90,0,1022.6,7.4,13,4
2023-01-04 14:00:00+00:00,9.5,91,0,1022.8,7.7,14,4
2023-01-04 15:00:00+00:00,8.5,93,0,1023.3,7.1,15,4
2023-01-04 16:00:00+00:00,7.6,95,0,1023.5,7.9,16,4
2023-01-04 17:00:00+00:00,6.7,97,0,1023.5,9.8,17,4
2023-01-04 18:00:00+00:00,7.1,97,0,1023.7,7.9,18,4
2023-01-04 19:00:00+00:00,6.4,98,1,1023.2,6.9,19,4
2023-01-04 20:00:00+00:00,5.8,99,0,1022.9,5.6,20,4
2023-01-04 21:00:00+00:00,6.0,99,100,1022.6,7.4,21,4
2023-01-04 22:00:00+00:00,5.9,99,100,1022.4,8.8,22,4
2023-01-04 23:00:00+00:00,5.7,100,100,1022.3,8.7,23,4
2023-01-05 00:00:00+00:00,5.4,99,100,1023.2,7.6,0,5
2023-01-05 01:00:00+00:00,5.7,98,100,1023.9,8.3,1,5
2023-01-05 02:00:00+00:00,5.8,99,100,1024.6,8.8,2,5
2023-01-05 03:00:00+00:00,6.5,98,100,1025.4,8.1,3,5
2023-01-05 04:00:00+00:00,7.8,97,100,1026.5,8.6,4,5
2023-01-05 05:00:00+00:00,9.1,95,100,1026.7,8.7,5,5
2023-01-05 06:00:00+00:00,11.4,83,49,1026.3,8.0,6,5
2023-01-05 07:00:00+00:00,13.3,76,17,1025.0,8.1,7,5
2023-01-05 08:00:00+00:00,14.6,68,5,1023.8,8.6,8,5
2023-01-05 09:00:00+00:00,15.4,64,0,1022.7,9.4,9,5
2023-01-05 10:00:00+00:00,15.4,64,0,1022.2,9.4,10,5
2023-01-05 11:00:00+00:00,14.9,67,0,1022.2,8.4,11,5
2023-01-05 12:00:00+00:00,10.8,84,0,1023.6,7.1,12,5
2023-01-05 13:00:00+00:00,9.8,86,0,1024.1,6.9,13,5
2023-01-05 14:00:00+00:00,8.7,90,0,1024.5,7.7,14,5
2023-01-05 15:00:00+00:00,8.7,92,0,1025.2,7.6,15,5
2023-01-05 16:00:00+00:00,8.4,93,0,1025.3,7.2,16,5
2023-01-05 17:00:00+00:00,6.9,96,0,1025.5,8.4,17,5
2023-01-05 18:00:00+00:00,5.6,97,0,1025.2,10.2,18,5
2023-01-05 19:00:00+00:00,4.9,99,3,1024.8,10.9,19,5
2023-01-05 20:00:00+00:00,4.8,100,99,1024.3,8.9,20,5
2023-01-05 21:00:00+00:00,4.9,99,100,1023.7,4.0,21,5
2023-01-05 22:00:00+00:00,5.0,99,100,1023.2,5.1,22,5
2023-01-05 23:00:00+00:00,5.0,99,100,1022.8,5.8,23,5
2023-01-06 00:00:00+00:00,6.4,97,100,1024.5,4.6,0,6
2023-01-06 01:00:00+00:00,6.9,97,100,1024.8,5.5,1,6
2023-01-06 02:00:00+00:00,7.1,93,100,1025.6,6.4,2,6
2023-01-06 03:00:00+00:00,7.4,91,100,1026.6,6.3,3,6
2023-01-06 04:00:00+00:00,7.9,86,94,1027.3,6.3,4,6
2023-01-06 05:00:00+00:00,9.3,80,79,1027.9,6.6,5,6
2023-01-06 06:00:00+00:00,10.6,76,82,1027.2,5.6,6,6
2023-01-06 07:00:00+00:00,12.1,73,90,1026.1,6.3,7,6
2023-01-06 08:00:00+00:00,13.1,71,98,1024.8,5.2,8,6
2023-01-06 09:00:00+00:00,13.9,67,100,1024.0,6.2,9,6
2023-01-06 10:00:00+00:00,14.1,66,100,1023.3,6.1,10,6
2023-01-06 11:00:00+00:00,13.6,67,100,1023.1,6.4,11,6
2023-01-06 12:00:00+00:00,10.6,82,26,1023.5,7.0,12,6
2023-01-06 13:00:00+00:00,8.3,90,0,1024.0,8.9,13,6
2023-01-06 14:00:00+00:00,8.4,91,0,1024.4,6.9,14,6
2023-01-06 15:00:00+00:00,8.0,91,0,1024.9,7.4,15,6
2023-01-06 16:00:00+00:00,6.1,94,0,1024.7,9.7,16,6
2023-01-06 17:00:00+00:00,6.1,95,0,1025.1,6.9,17,6
2023-01-06 18:00:00+00:00,5.3,96,0,1024.9,8.1,18,6
2023-01-06 19:00:00+00:00,4.6,98,0,1024.1,9.5,19,6
2023-01-06 20:00:00+00:00,4.0,99,6,1023.7,9.1,20,6
2023-01-06 21:00:00+00:00,4.4,99,100,1023.0,5.4,21,6
2023-01-06 22:00:00+00:00,4.5,99,100,1022.6,8.2,22,6
2023-01-06 23:00:00+00:00,4.3,100,100,1022.2,7.2,23,6
2023-01-07 00:00:00+00:00,3.8,99,100,1023.2,10.0,0,7
2023-01-07 01:00:00+00:00,4.7,97,100,1023.7,11.6,1,7
2023-01-07 02:00:00+00:00,5.4,96,100,1024.5,13.0,2,7
2023-01-07 03:00:00+00:00,5.9,97,100,1025.1,13.2,3,7
2023-01-07 04:00:00+00:00,6.9,93,91,1025.4,12.2,4,7
2023-01-07 05:00:00+00:00,8.8,85,81,1025.6,10.5,5,7
2023-01-07 06:00:00+00:00,10.8,79,58,1024.7,9.2,6,7
2023-01-07 07:00:00+00:00,12.6,73,32,1023.4,8.6,7,7
2023-01-07 08:00:00+00:00,14.2,67,9,1022.0,8.4,8,7
2023-01-07 09:00:00+00:00,15.1,64,0,1020.9,8.2,9,7
2023-01-07 10:00:00+00:00,15.3,63,0,1020.1,7.8,10,7
2023-01-07 11:00:00+00:00,14.7,67,0,1019.8,7.8,11,7
2023-01-07 12:00:00+00:00,10.1,85,0,1020.7,8.6,12,7
2023-01-07 13:00:00+00:00,8.9,87,16,1021.3,8.4,13,7
2023-01-07 14:00:00+00:00,8.6,88,6,1022.0,7.3,14,7
2023-01-07 15:00:00+00:00,8.3,88,10,1022.2,8.6,15,7
2023-01-07 16:00:00+00:00,7.9,89,8,1022.4,8.8,16,7
2023-01-07 17:00:00+00:00,7.4,92,0,1022.4,8.3,17,7
2023-01-07 18:00:00+00:00,6.8,94,0,1021.7,8.0,18,7
2023-01-07 19:00:00+00:00,6.4,95,0,1021.0,8.0,19,7
2023-01-07 20:00:00+00:00,6.0,97,0,1020.2,7.8,20,7
2023-01-07 21:00:00+00:00,5.8,97,0,1019.6,8.5,21,7
2023-01-07 22:00:00+00:00,5.8,97,0,1019.1,10.2,22,7
2023-01-07 23:00:00+00:00,5.8,98,0,1018.9,12.0,23,7
2023-01-08 00:00:00+00:00,5.7,99,17,1019.8,13.2,0,8
2023-01-08 01:00:00+00:00,6.0,100,100,1020.2,13.3,1,8
2023-01-08 02:00:00+00:00,6.5,99,100,1020.8,14.2,2,8
2023-01-08 03:00:00+00:00,7.1,99,100,1021.2,13.9,3,8
2023-01-08 04:00:00+00:00,8.2,97,100,1021.8,13.8,4,8
2023-01-08 05:00:00+00:00,10.0,89,72,1022.2,13.4,5,8
2023-01-08 06:00:00+00:00,12.4,80,26,1021.3,10.3,6,8
2023-01-08 07:00:00+00:00,14.4,74,28,1020.1,9.7,7,8
2023-01-08 08:00:00+00:00,15.9,69,1,1018.9,9.8,8,8
2023-01-08 09:00:00+00:00,16.8,66,0,1017.9,9.2,9,8
2023-01-08 10:00:00+00:00,17.1,64,20,1017.7,9.1,10,8
2023-01-08 11:00:00+00:00,16.5,69,7,1017.9,9.4,11,8
2023-01-08 12:00:00+00:00,11.8,88,0,1018.2,8.9,12,8
2023-01-08 13:00:00+00:00,10.7,88,0,1018.9,8.9,13,8
2023-01-08 14:00:00+00:00,11.1,86,0,1019.5,7.7,14,8
2023-01-08 15:00:00+00:00,9.4,91,0,1020.1,8.9,15,8
2023-01-08 16:00:00+00:00,11.2,88,0,1020.3,7.0,16,8
2023-01-08 17:00:00+00:00,11.1,88,0,1020.4,3.4,17,8
2023-01-08 18:00:00+00:00,11.2,87,0,1020.3,2.3,18,8
2023-01-08 19:00:00+00:00,10.8,87,0,1019.9,3.8,19,8
2023-01-08 20:00:00+00:00,8.2,93,0,1019.6,4.7,20,8
2023-01-08 21:00:00+00:00,6.0,99,25,1019.3,5.8,21,8
2023-01-08 22:00:00+00:00,5.7,100,100,1018.7,5.1,22,8
2023-01-08 23:00:00+00:00,6.6,100,100,1018.8,5.4,23,8
2023-01-09 00:00:00+00:00,6.6,99,100,1020.2,5.0,0,9
2023-01-09 01:00:00+00:00,6.6,99,100,1021.1,5.1,1,9
2023-01-09 02:00:00+00:00,6.6,98,100,1021.9,5.0,2,9
2023-01-09 03:00:00+00:00,7.4,98,100,1022.5,4.5,3,9
2023-01-09 04:00:00+00:00,8.7,96,100,1023.2,3.3,4,9
2023-01-09 05:00:00+00:00,10.7,91,100,1023.5,3.1,5,9
2023-01-09 06:00:00+00:00,12.6,88,90,1022.8,3.6,6,9
2023-01-09 07:00:00+00:00,15.3,78,100,1021.6,5.9,7,9
2023-01-09 08:00:00+00:00,16.8,70,100,1020.5,6.9,8,9
2023-01-09 09:00:00+00:00,17.2,66,100,1019.5,5.9,9,9
2023-01-09 10:00:00+00:00,17.4,65,100,1019.1,4.6,10,9
2023-01-09 11:00:00+00:00,16.9,70,100,1019.2,4.3,11,9
2023-01-09 12:00:00+00:00,13.8,86,100,1019.3,7.7,12,9
2023-01-09 13:00:00+00:00,13.4,85,100,1019.6,6.9,13,9
2023-01-09 14:00:00+00:00,13.0,87,100,1020.0,6.6,14,9
2023-01-09 15:00:00+00:00,12.2,89,100,1020.4,7.1,15,9
2023-01-09 16:00:00+00:00,12.5,89,100,1020.6,5.9,16,9
2023-01-09 17:00:00+00:00,10.5,95,96,1020.7,7.4,17,9
2023-01-09 18:00:00+00:00,10.5,95,93,1020.6,5.4,18,9
2023-01-09 19:00:00+00:00,9.6,96,96,1020.1,5.4,19,9
2023-01-09 20:00:00+00:00,9.4,97,100,1020.0,7.2,20,9
2023-01-09 21:00:00+00:00,9.4,97,100,1019.6,7.5,21,9
2023-01-09 22:00:00+00:00,9.5,97,90,1019.4,8.2,22,9
2023-01-09 23:00:00+00:00,8.8,98,59,1019.3,7.8,23,9
2023-01-10 00:00:00+00:00,7.5,99,100,1020.5,8.4,0,10
2023-01-10 01:00:00+00:00,7.6,99,100,1020.9,7.1,1,10
2023-01-10 02:00:00+00:00,7.6,98,100,1021.3,8.1,2,10
2023-01-10 03:00:00+00:00,8.3,96,100,1021.7,9.1,3,10
2023-01-10 04:00:00+00:00,9.2,95,100,1022.5,8.1,4,10
2023-01-10 05:00:00+00:00,10.7,95,100,1022.2,8.4,5,10
2023-01-10 06:00:00+00:00,12.9,88,98,1021.5,8.9,6,10
2023-01-10 07:00:00+00:00,15.5,78,80,1020.0,9.9,7,10
2023-01-10 08:00:00+00:00,17.2,71,0,1018.9,12.9,8,10
2023-01-10 09:00:00+00:00,18.1,67,0,1017.8,14.0,9,10
2023-01-10 10:00:00+00:00,18.4,66,0,1017.3,14.4,10,10
2023-01-10 11:00:00+00:00,17.8,69,0,1017.2,12.6,11,10
2023-01-10 12:00:00+00:00,14.0,85,0,1017.6,6.4,12,10
2023-01-10 13:00:00+00:00,12.1,89,0,1017.9,7.7,13,10
2023-01-10 14:00:00+00:00,11.4,91,0,1018.2,7.5,14,10
2023-01-10 15:00:00+00:00,11.3,91,0,1018.7,8.4,15,10
2023-01-10 16:00:00+00:00,10.7,92,0,1018.4,8.0,16,10
2023-01-10 17:00:00+00:00,10.4,93,0,1018.5,9.3,17,10
2023-01-10 18:00:00+00:00,9.9,95,0,1018.1,9.1,18,10
2023-01-10 19:00:00+00:00,9.5,96,0,1017.5,8.6,19,10
2023-01-10 20:00:00+00:00,8.8,97,0,1016.5,7.6,20,10
2023-01-10 21:00:00+00:00,8.7,97,0,1015.8,8.1,21,10
2023-01-10 22:00:00+00:00,8.4,98,22,1015.1,8.1,22,10
2023-01-10 23:00:00+00:00,8.4,99,100,1014.7,9.4,23,10
2023-01-11 00:00:00+00:00,7.6,99,100,1015.9,7.6,0,11
2023-01-11 01:00:00+00:00,7.7,100,100,1016.2,7.7,1,11
2023-01-11 02:00:00+00:00,8.0,99,100,1016.7,6.3,2,11
2023-01-11 03:00:00+00:00,8.6,98,100,1017.3,7.4,3,11
2023-01-11 04:00:00+00:00,9.5,97,100,1017.8,6.2,4,11
2023-01-11 05:00:00+00:00,11.6,90,97,1017.9,5.0,5,11
2023-01-11 06:00:00+00:00,14.3,82,60,1017.0,4.3,6,11
2023-01-11 07:00:00+00:00,16.7,71,49,1015.6,3.7,7,11
2023-01-11 08:00:00+00:00,18.4,61,81,1014.3,3.0,8,11
2023-01-11 09:00:00+00:00,19.4,56,89,1013.3,1.8,9,11
2023-01-11 10:00:00+00:00,19.7,54,88,1012.4,3.2,10,11
2023-01-11 11:00:00+00:00,18.9,64,41,1012.3,4.7,11,11
2023-01-11 12:00:00+00:00,14.8,76,21,1012.4,7.2,12,11
2023-01-11 13:00:00+00:00,13.6,81,0,1013.0,9.4,13,11
2023-01-11 14:00:00+00:00,12.8,85,7,1013.5,9.8,14,11
2023-01-11 15:00:00+00:00,12.3,87,8,1014.2,10.2,15,11
2023-01-11 16:00:00+00:00,11.7,90,25,1014.6,12.0,16,11
2023-01-11 17:00:00+00:00,11.4,93,39,1014.9,11.5,17,11
2023-01-11 18:00:00+00:00,11.5,93,100,1014.9,13.7,18,11
2023-01-11 19:00:00+00:00,12.0,89,80,1014.5,15.0,19,11
2023-01-11 20:00:00+00:00,11.3,92,48,1014.6,15.2,20,11
2023-01-11 21:00:00+00:00,11.0,91,100,1013.9,15.7,21,11
2023-01-11 22:00:00+00:00,11.2,88,100,1013.4,14.9,22,11
2023-01-11 23:00:00+00:00,11.3,87,100,1012.8,14.4,23,11
2023-01-12 00:00:00+00:00,10.5,91,27,1013.4,10.6,0,12
2023-01-12 01:00:00+00:00,10.2,91,2,1013.4,10.8,1,12
2023-01-12 02:00:00+00:00,9.8,92,8,1014.0,10.6,2,12
2023-01-12 03:00:00+00:00,11.5,85,17,1014.2,15.6,3,12
2023-01-12 04:00:00+00:00,14.1,77,78,1014.6,15.3,4,12
2023-01-12 05:00:00+00:00,16.4,69,18,1014.7,15.6,5,12
2023-01-12 06:00:00+00:00,18.2,63,56,1014.3,16.0,6,12
2023-01-12 07:00:00+00:00,19.1,63,17,1013.2,14.6,7,12
2023-01-12 08:00:00+00:00,19.7,64,21,1011.9,12.5,8,12
2023-01-12 09:00:00+00:00,20.1,64,27,1011.1,12.3,9,12
2023-01-12 10:00:00+00:00,19.8,65,56,1010.7,12.7,10,12
2023-01-12 11:00:00+00:00,19.0,67,59,1010.7,12.5,11,12
2023-01-12 12:00:00+00:00,17.0,77,43,1010.5,10.2,12,12
2023-01-12 13:00:00+00:00,15.9,81,41,1011.0,11.1,13,12
2023-01-12 14:00:00+00:00,15.1,85,39,1011.5,9.4,14,12
2023-01-12 15:00:00+00:00,14.5,87,6,1011.8,10.2,15,12
2023-01-12 16:00:00+00:00,13.9,89,0,1012.4,11.7,16,12
2023-01-12 17:00:00+00:00,13.1,92,0,1012.6,10.6,17,12
2023-01-12 18:00:00+00:00,12.6,92,0,1012.6,8.9,18,12
2023-01-12 19:00:00+00:00,12.0,92,0,1012.4,7.6,19,12
2023-01-12 20:00:00+00:00,11.6,92,1,1012.1,8.8,20,12
2023-01-12 21:00:00+00:00,11.3,92,7,1011.7,9.6,21,12
2023-01-12 22:00:00+00:00,10.8,94,25,1011.4,7.9,22,12
2023-01-12 23:00:00+00:00,10.6,94,25,1011.7,7.3,23,12
2023-01-13 00:00:00+00:00,11.1,94,52,1012.1,12.2,0,13
2023-01-13 01:00:00+00:00,11.5,92,71,1012.8,12.4,1,13
2023-01-13 02:00:00+00:00,11.3,90,35,1013.7,7.2,2,13
2023-01-13 03:00:00+00:00,12.3,87,31,1014.4,12.7,3,13
2023-01-13 04:00:00+00:00,13.9,84,53,1015.3,13.4,4,13
2023-01-13 05:00:00+00:00,15.4,80,78,1015.5,13.6,5,13
2023-01-13 06:00:00+00:00,16.5,78,86,1015.2,10.7,6,13
2023-01-13 07:00:00+00:00,16.9,81,99,1014.5,11.0,7,13
2023-01-13 08:00:00+00:00,17.2,78,50,1013.4,16.6,8,13
2023-01-13 09:00:00+00:00,17.9,74,4,1012.8,15.0,9,13
2023-01-13 10:00:00+00:00,18.6,72,2,1012.5,9.1,10,13
2023-01-13 11:00:00+00:00,18.4,73,17,1012.4,6.8,11,13
2023-01-13 12:00:00+00:00,16.7,83,26,1012.8,4.7,12,13
2023-01-13 13:00:00+00:00,14.6,91,37,1013.7,4.9,13,13
2023-01-13 14:00:00+00:00,14.4,93,17,1014.3,8.4,14,13
2023-01-13 15:00:00+00:00,13.4,94,46,1015.1,6.3,15,13
2023-01-13 16:00:00+00:00,13.0,94,26,1015.8,5.6,16,13
2023-01-13 17:00:00+00:00,12.9,94,13,1016.1,9.7,17,13
2023-01-13 18:00:00+00:00,12.5,96,19,1015.9,7.9,18,13
2023-01-13 19:00:00+00:00,12.2,97,9,1015.9,10.6,19,13
2023-01-13 20:00:00+00:00,11.7,98,2,1015.9,10.5,20,13
2023-01-13 21:00:00+00:00,11.3,98,2,1015.8,11.1,21,13
2023-01-13 22:00:00+00:00,11.1,98,15,1015.8,12.3,22,13
2023-01-13 23:00:00+00:00,10.9,99,100,1015.8,12.9,23,13
2023-01-14 00:00:00+00:00,10.4,98,100,1016.0,14.5,0,14
2023-01-14 01:00:00+00:00,10.3,98,100,1016.6,14.6,1,14
2023-01-14 02:00:00+00:00,10.4,96,100,1017.7,15.4,2,14
2023-01-14 03:00:00+00:00,10.7,92,37,1018.4,14.9,3,14
2023-01-14 04:00:00+00:00,11.7,84,10,1019.4,14.3,4,14
2023-01-14 05:00:00+00:00,13.1,75,0,1019.6,13.5,5,14
2023-01-14 06:00:00+00:00,14.6,69,0,1019.0,14.5,6,14
2023-01-14 07:00:00+00:00,15.9,61,0,1018.0,16.2,7,14
2023-01-14 08:00:00+00:00,16.7,53,0,1016.7,17.1,8,14
2023-01-14 09:00:00+00:00,17.0,48,0,1016.0,16.7,9,14
2023-01-14 10:00:00+00:00,16.7,46,0,1015.6,16.0,10,14
2023-01-14 11:00:00+00:00,15.8,49,0,1015.7,14.2,11,14
2023-01-14 12:00:00+00:00,13.3,59,0,1016.2,10.0,12,14
2023-01-14 13:00:00+00:00,11.6,63,0,1016.7,11.2,13,14
2023-01-14 14:00:00+00:00,10.6,63,0,1017.4,12.7,14,14
2023-01-14 15:00:00+00:00,9.6,62,30,1017.8,13.1,15,14
2023-01-14 16:00:00+00:00,8.9,66,76,1018.1,12.1,16,14
2023-01-14 17:00:00+00:00,8.4,70,86,1018.0,11.3,17,14
2023-01-14 18:00:00+00:00,8.0,74,48,1017.6,11.5,18,14
2023-01-14 19:00:00+00:00,7.5,79,8,1017.4,11.8,19,14
2023-01-14 20:00:00+00:00,7.0,84,0,1017.2,12.1,20,14
2023-01-14 21:00:00+00:00,6.6,87,0,1016.7,13.4,21,14
2023-01-14 22:00:00+00:00,6.3,89,0,1016.5,13.9,22,14
2023-01-14 23:00:00+00:00,6.1,90,0,1016.3,14.2,23,14
2023-01-15 00:00:00+00:00,6.0,84,0,1016.4,14.5,0,15
2023-01-15 01:00:00+00:00,5.7,81,0,1016.7,14.8,1,15
2023-01-15 02:00:00+00:00,5.5,80,0,1017.1,14.3,2,15
2023-01-15 03:00:00+00:00,6.8,77,0,1017.8,15.7,3,15
2023-01-15 04:00:00+00:00,8.9,69,0,1018.5,14.5,4,15
2023-01-15 05:00:00+00:00,11.2,59,0,1018.5,14.5,5,15
2023-01-15 06:00:00+00:00,13.1,51,0,1017.6,15.5,6,15
2023-01-15 07:00:00+00:00,14.5,43,0,1016.5,15.8,7,15
2023-01-15 08:00:00+00:00,15.1,40,0,1015.4,15.6,8,15
2023-01-15 09:00:00+00:00,15.3,40,0,1014.6,15.6,9,15
2023-01-15 10:00:00+00:00,15.1,39,0,1014.0,15.9,10,15
2023-01-15 11:00:00+00:00,14.5,41,0,1014.0,13.8,11,15
2023-01-15 12:00:00+00:00,11.6,53,0,1014.2,6.7,12,15
2023-01-15 13:00:00+00:00,9.7,61,4,1014.5,8.0,13,15
2023-01-15 14:00:00+00:00,9.0,64,70,1015.1,7.5,14,15
2023-01-15 15:00:00+00:00,8.3,66,17,1015.8,8.1,15,15
2023-01-15 16:00:00+00:00,7.9,67,0,1016.2,9.1,16,15
2023-01-15 17:00:00+00:00,7.4,65,0,1016.3,9.4,17,15
2023-01-15 18:00:00+00:00,6.9,65,0,1016.5,8.9,18,15
2023-01-15 19:00:00+00:00,6.3,66,0,1016.2,8.5,19,15
2023-01-15 20:00:00+00:00,5.7,68,0,1016.1,8.1,20,15
2023-01-15 21:00:00+00:00,5.1,71,0,1015.9,7.9,21,15
2023-01-15 22:00:00+00:00,4.7,73,0,1015.6,7.7,22,15
2023-01-15 23:00:00+00:00,4.2,75,0,1015.7,7.2,23,15
2023-01-16 00:00:00+00:00,4.2,79,0,1016.6,8.7,0,16
2023-01-16 01:00:00+00:00,3.9,80,18,1017.0,8.7,1,16
2023-01-16 02:00:00+00:00,3.7,80,0,1017.8,8.4,2,16
2023-01-16 03:00:00+00:00,5.7,73,0,1018.7,10.1,3,16
2023-01-16 04:00:00+00:00,8.5,66,0,1019.7,8.0,4,16
2023-01-16 05:00:00+00:00,11.0,59,0,1020.1,8.7,5,16
2023-01-16 06:00:00+00:00,13.1,53,0,1019.6,9.2,6,16
